nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
143706;Obwodowa Komisja Wyborcza numer 2;4;36;26;24;6;3;81;250;2;7;240;0;15;
143706;Obwodowa Komisja Wyborcza numer 3;2;38;31;39;6;2;129;274;13;17;312;2;19;
143706;Obwodowa Komisja Wyborcza numer 5;4;14;33;19;3;2;105;243;6;7;89;0;17;
143706;Obwodowa Komisja Wyborcza numer 15;1;2;1;1;2;1;0;7;0;0;6;0;0;
143706;Obwodowa Komisja Wyborcza numer 4;6;39;39;65;7;2;154;325;8;11;400;1;25;
143706;Obwodowa Komisja Wyborcza numer 10;0;4;8;9;2;0;29;74;1;1;23;0;1;
143706;Obwodowa Komisja Wyborcza numer 12;0;1;3;0;2;1;22;55;0;1;30;0;2;
143706;Obwodowa Komisja Wyborcza numer 11;2;4;7;5;1;0;29;54;0;1;16;0;2;
143706;Obwodowa Komisja Wyborcza numer 9;0;8;5;4;0;0;38;77;3;0;41;0;6;
143801;Obwodowa Komisja Wyborcza numer 2;4;31;46;43;6;3;105;232;10;10;310;0;51;
143801;Obwodowa Komisja Wyborcza numer 1;13;65;66;74;11;0;134;350;18;18;448;3;57;
143706;Obwodowa Komisja Wyborcza numer 13;1;16;11;17;0;1;47;68;2;0;29;0;4;
143706;Obwodowa Komisja Wyborcza numer 14;3;28;22;42;7;0;78;180;4;3;209;0;10;
143801;Obwodowa Komisja Wyborcza numer 3;3;39;36;25;3;0;91;212;9;10;258;0;43;
143706;Obwodowa Komisja Wyborcza numer 7;0;9;8;4;3;1;50;78;0;4;23;1;3;
143706;Obwodowa Komisja Wyborcza numer 8;2;17;26;10;6;0;91;165;5;1;84;0;6;
143706;Obwodowa Komisja Wyborcza numer 6;4;13;28;12;2;1;101;158;3;4;119;0;11;
143801;Obwodowa Komisja Wyborcza numer 4;6;20;36;30;8;0;70;189;5;8;258;1;25;
143801;Obwodowa Komisja Wyborcza numer 5;4;38;29;52;8;2;98;283;11;13;283;0;29;
143801;Obwodowa Komisja Wyborcza numer 6;3;31;51;22;5;0;103;196;9;9;241;1;50;
143801;Obwodowa Komisja Wyborcza numer 7;6;68;59;82;6;6;144;425;18;15;414;0;66;
143801;Obwodowa Komisja Wyborcza numer 8;6;43;69;53;7;5;113;274;7;16;329;0;62;
143801;Obwodowa Komisja Wyborcza numer 11;7;77;92;71;9;1;171;390;25;22;496;1;65;
143801;Obwodowa Komisja Wyborcza numer 12;15;46;54;57;10;2;175;298;18;16;418;0;52;
143801;Obwodowa Komisja Wyborcza numer 13;9;34;41;37;5;2;92;240;5;6;325;2;39;
143801;Obwodowa Komisja Wyborcza numer 9;5;43;66;46;4;1;152;238;9;6;283;0;50;
143801;Obwodowa Komisja Wyborcza numer 14;7;50;46;49;7;4;125;267;4;10;403;0;66;
143801;Obwodowa Komisja Wyborcza numer 10;5;44;46;29;9;0;99;227;18;14;214;0;33;
143801;Obwodowa Komisja Wyborcza numer 16;5;55;54;82;14;0;163;272;15;26;390;1;56;
143801;Obwodowa Komisja Wyborcza numer 18;9;41;44;54;13;1;129;260;16;17;396;0;62;
143801;Obwodowa Komisja Wyborcza numer 15;8;44;47;58;9;1;96;256;14;24;396;1;49;
143801;Obwodowa Komisja Wyborcza numer 19;4;46;59;35;5;0;95;251;14;11;260;0;45;
143801;Obwodowa Komisja Wyborcza numer 21;7;45;51;59;6;1;122;262;11;10;309;1;38;
143801;Obwodowa Komisja Wyborcza numer 20;6;38;63;43;8;1;91;237;14;12;294;1;35;
143801;Obwodowa Komisja Wyborcza numer 17;5;33;47;24;6;0;95;181;7;12;200;1;31;
143801;Obwodowa Komisja Wyborcza numer 23;0;1;0;0;1;0;1;13;1;0;5;0;2;
143801;Obwodowa Komisja Wyborcza numer 22;0;0;5;2;0;0;4;17;2;0;12;0;0;
143801;Obwodowa Komisja Wyborcza numer 24;3;3;0;3;3;0;2;16;1;2;3;0;0;
146502;Obwodowa Komisja Wyborcza numer 713;3;59;40;45;3;6;45;100;18;12;511;1;51;
146502;Obwodowa Komisja Wyborcza numer 715;14;138;55;124;20;1;149;236;24;27;1 144;5;131;
146502;Obwodowa Komisja Wyborcza numer 714;16;155;66;110;27;1;161;246;36;37;1 193;2;125;
146502;Obwodowa Komisja Wyborcza numer 726;8;93;35;80;5;1;83;126;27;21;693;2;92;
146502;Obwodowa Komisja Wyborcza numer 723;9;75;52;81;10;1;97;243;12;24;652;0;72;
146502;Obwodowa Komisja Wyborcza numer 716;3;78;25;51;6;1;68;131;27;10;640;0;65;
146502;Obwodowa Komisja Wyborcza numer 724;4;41;41;62;9;1;88;238;20;17;416;1;52;
146502;Obwodowa Komisja Wyborcza numer 718;8;116;71;89;19;3;365;257;34;32;785;1;141;
146502;Obwodowa Komisja Wyborcza numer 720;14;127;83;93;17;3;153;441;28;43;923;2;129;
146502;Obwodowa Komisja Wyborcza numer 725;9;118;53;63;17;6;128;341;25;25;704;1;73;
146502;Obwodowa Komisja Wyborcza numer 717;6;90;43;54;9;1;72;200;14;10;745;0;96;
146502;Obwodowa Komisja Wyborcza numer 721;11;114;57;87;14;2;167;413;33;41;849;0;113;
146502;Obwodowa Komisja Wyborcza numer 722;10;145;73;64;18;2;139;413;30;27;839;3;108;
146502;Obwodowa Komisja Wyborcza numer 711;5;52;47;70;13;4;133;185;21;14;490;2;53;
146502;Obwodowa Komisja Wyborcza numer 712;5;122;57;80;15;3;136;204;32;31;897;1;107;
146502;Obwodowa Komisja Wyborcza numer 719;12;135;66;89;21;6;144;402;36;25;967;0;140;
146502;Obwodowa Komisja Wyborcza numer 727;7;85;30;91;8;4;100;125;19;20;569;2;88;
146502;Obwodowa Komisja Wyborcza numer 728;10;139;58;108;22;3;161;268;41;30;867;2;146;
146502;Obwodowa Komisja Wyborcza numer 735;18;176;53;131;19;2;259;211;42;33;838;2;191;
146502;Obwodowa Komisja Wyborcza numer 732;11;123;64;134;19;6;212;227;36;41;759;1;159;
146502;Obwodowa Komisja Wyborcza numer 734;12;150;98;110;17;6;298;322;38;33;748;3;168;
146502;Obwodowa Komisja Wyborcza numer 733;13;124;43;126;14;1;197;177;27;40;761;0;141;
146502;Obwodowa Komisja Wyborcza numer 738;8;92;56;97;19;0;169;189;26;32;558;2;88;
146502;Obwodowa Komisja Wyborcza numer 739;11;110;55;99;15;4;147;489;23;34;831;5;125;
146502;Obwodowa Komisja Wyborcza numer 731;4;86;56;59;15;1;129;240;25;23;636;0;94;
146502;Obwodowa Komisja Wyborcza numer 737;4;49;22;31;7;1;65;117;11;9;228;1;56;
146502;Obwodowa Komisja Wyborcza numer 740;5;124;61;82;17;3;187;343;23;32;815;1;106;
146502;Obwodowa Komisja Wyborcza numer 736;12;185;66;169;30;1;311;179;35;55;767;4;271;
146502;Obwodowa Komisja Wyborcza numer 729;10;108;43;81;19;0;135;193;25;23;602;3;111;
146502;Obwodowa Komisja Wyborcza numer 742;13;136;110;127;18;5;219;481;27;37;980;1;144;
146502;Obwodowa Komisja Wyborcza numer 741;7;66;56;63;4;0;112;334;16;18;574;0;90;
146502;Obwodowa Komisja Wyborcza numer 743;8;99;46;78;10;2;112;326;15;28;720;1;97;
146502;Obwodowa Komisja Wyborcza numer 730;7;77;31;67;10;3;103;270;15;21;661;0;109;
146502;Obwodowa Komisja Wyborcza numer 745;2;63;27;33;10;1;77;143;9;12;364;0;58;
146502;Obwodowa Komisja Wyborcza numer 744;3;85;49;66;11;1;142;339;23;18;700;1;73;
146502;Obwodowa Komisja Wyborcza numer 746;7;73;45;53;13;1;107;312;20;13;449;2;75;
146502;Obwodowa Komisja Wyborcza numer 749;6;87;43;74;9;0;141;308;29;28;597;0;106;
146502;Obwodowa Komisja Wyborcza numer 748;8;59;48;60;15;1;88;247;12;19;462;1;92;
146502;Obwodowa Komisja Wyborcza numer 759;15;148;81;176;18;0;318;209;34;59;756;4;162;
146502;Obwodowa Komisja Wyborcza numer 747;9;81;37;65;18;0;148;258;31;23;513;1;100;
146502;Obwodowa Komisja Wyborcza numer 755;9;134;76;121;22;5;200;420;29;39;920;2;141;
146502;Obwodowa Komisja Wyborcza numer 758;16;172;56;120;23;2;270;218;43;40;852;0;172;
146502;Obwodowa Komisja Wyborcza numer 753;7;143;54;107;21;2;238;219;39;46;757;1;166;
146502;Obwodowa Komisja Wyborcza numer 751;4;45;36;50;17;0;104;220;16;15;416;0;66;
146502;Obwodowa Komisja Wyborcza numer 754;4;77;53;52;21;1;93;280;24;17;517;3;71;
146502;Obwodowa Komisja Wyborcza numer 750;10;85;40;66;15;1;163;275;22;25;592;0;106;
146502;Obwodowa Komisja Wyborcza numer 757;4;21;9;10;1;0;13;27;5;2;149;0;12;
146502;Obwodowa Komisja Wyborcza numer 752;8;99;38;76;9;1;111;142;20;8;560;2;91;
146502;Obwodowa Komisja Wyborcza numer 756;5;69;29;38;11;2;107;181;17;20;422;1;71;
146502;Obwodowa Komisja Wyborcza numer 761;7;72;47;62;18;1;105;235;12;15;565;2;69;
146502;Obwodowa Komisja Wyborcza numer 760;9;59;27;70;20;0;184;83;18;27;355;1;84;
146502;Obwodowa Komisja Wyborcza numer 1144;0;7;3;4;0;2;1;34;2;2;23;0;1;
146504;Obwodowa Komisja Wyborcza numer 771;6;87;35;70;9;1;106;272;14;9;644;0;88;
146502;Obwodowa Komisja Wyborcza numer 1145;1;1;2;3;1;0;3;20;1;0;55;0;1;
146504;Obwodowa Komisja Wyborcza numer 775;2;58;31;39;16;0;86;125;17;11;267;0;104;
146504;Obwodowa Komisja Wyborcza numer 772;6;76;30;64;8;4;78;290;20;19;542;0;70;
146504;Obwodowa Komisja Wyborcza numer 778;7;148;74;81;19;2;145;431;21;25;797;4;181;
146504;Obwodowa Komisja Wyborcza numer 773;7;100;35;53;12;0;106;298;11;21;620;1;96;
146504;Obwodowa Komisja Wyborcza numer 776;7;118;46;54;17;3;120;275;27;11;539;0;124;
146504;Obwodowa Komisja Wyborcza numer 774;3;92;27;62;7;1;117;225;25;24;529;1;79;
146504;Obwodowa Komisja Wyborcza numer 780;2;87;35;57;9;2;82;236;22;11;429;0;127;
146504;Obwodowa Komisja Wyborcza numer 781;13;106;41;69;9;1;109;233;25;13;393;0;118;
146504;;4;52;28;36;14;0;61;139;9;9;280;0;67;
146504;Obwodowa Komisja Wyborcza numer 779;11;193;75;97;18;0;144;422;34;36;761;1;198;
146504;Obwodowa Komisja Wyborcza numer 777;11;198;71;90;20;3;131;426;30;35;800;2;224;
146504;Obwodowa Komisja Wyborcza numer 784;4;85;41;50;12;0;104;244;29;16;439;0;114;
146504;Obwodowa Komisja Wyborcza numer 783;6;92;59;65;12;1;128;339;26;31;591;0;118;
146504;Obwodowa Komisja Wyborcza numer 786;4;144;72;75;27;1;166;384;37;30;920;1;179;
146504;Obwodowa Komisja Wyborcza numer 785;5;58;37;35;6;2;102;229;25;23;354;1;68;
146504;Obwodowa Komisja Wyborcza numer 787;8;114;58;95;12;4;139;375;27;26;700;3;142;
146504;Obwodowa Komisja Wyborcza numer 789;6;126;53;95;24;5;126;343;31;25;769;3;153;
146504;Obwodowa Komisja Wyborcza numer 792;15;119;54;110;9;1;151;319;36;24;889;2;194;
146504;Obwodowa Komisja Wyborcza numer 798;19;133;70;127;12;2;187;486;29;42;984;3;135;
146504;Obwodowa Komisja Wyborcza numer 791;9;148;73;99;15;1;167;369;29;26;769;2;126;
146504;Obwodowa Komisja Wyborcza numer 794;7;66;56;62;13;0;80;360;25;22;583;0;81;
146504;Obwodowa Komisja Wyborcza numer 796;8;43;42;37;10;2;76;178;10;13;381;1;72;
146504;Obwodowa Komisja Wyborcza numer 788;4;109;73;73;22;2;135;344;27;33;649;1;150;
146504;Obwodowa Komisja Wyborcza numer 795;13;176;71;141;22;4;247;438;39;52;921;1;199;
146504;Obwodowa Komisja Wyborcza numer 793;10;111;73;95;30;4;194;521;26;25;895;3;122;
146504;Obwodowa Komisja Wyborcza numer 797;10;98;56;80;13;1;116;251;26;24;630;1;93;
146504;Obwodowa Komisja Wyborcza numer 790;4;117;66;88;13;1;160;427;33;36;709;2;178;
146504;Obwodowa Komisja Wyborcza numer 799;6;64;37;72;19;1;119;249;15;13;354;3;88;
146504;Obwodowa Komisja Wyborcza numer 803;3;67;75;49;8;1;135;295;17;14;318;3;90;
146504;Obwodowa Komisja Wyborcza numer 802;3;61;41;37;5;1;94;167;7;15;347;0;64;
146504;Obwodowa Komisja Wyborcza numer 814;9;108;52;106;21;3;165;325;31;28;704;1;161;
146504;Obwodowa Komisja Wyborcza numer 807;4;96;53;88;11;5;144;222;17;25;603;2;105;
146504;Obwodowa Komisja Wyborcza numer 805;13;104;63;69;14;5;156;279;27;28;534;1;119;
146504;Obwodowa Komisja Wyborcza numer 800;5;75;52;64;7;0;113;292;24;13;511;1;95;
146504;Obwodowa Komisja Wyborcza numer 813;20;134;54;104;23;1;178;334;39;33;741;0;177;
146504;Obwodowa Komisja Wyborcza numer 806;6;79;47;51;13;2;103;265;18;9;323;0;80;
146504;Obwodowa Komisja Wyborcza numer 801;5;63;49;92;5;1;115;261;23;20;483;0;137;
146504;Obwodowa Komisja Wyborcza numer 812;5;73;55;39;4;0;69;196;13;22;432;1;65;
146504;Obwodowa Komisja Wyborcza numer 810;10;117;54;77;16;4;135;344;24;34;718;1;133;
146504;Obwodowa Komisja Wyborcza numer 809;8;89;50;88;15;3;111;274;25;28;559;2;161;
146504;Obwodowa Komisja Wyborcza numer 804;10;91;66;63;19;2;147;373;19;17;429;0;81;
146504;Obwodowa Komisja Wyborcza numer 808;8;121;55;111;17;1;179;235;27;35;785;2;131;
146504;Obwodowa Komisja Wyborcza numer 811;8;74;51;89;13;2;110;246;21;8;519;0;95;
146504;Obwodowa Komisja Wyborcza numer 817;12;117;96;96;15;3;169;308;33;33;834;1;131;
146504;Obwodowa Komisja Wyborcza numer 816;10;123;62;79;23;3;123;302;27;31;781;4;139;
146504;Obwodowa Komisja Wyborcza numer 815;12;86;47;70;11;6;99;290;29;17;578;2;84;
146503;Obwodowa Komisja Wyborcza numer 841;12;100;69;96;11;1;157;161;12;28;594;1;81;
146504;Obwodowa Komisja Wyborcza numer 1146;1;6;8;4;4;1;12;61;3;4;85;0;6;
146504;Obwodowa Komisja Wyborcza numer 822;2;67;47;47;12;0;132;328;11;15;379;1;80;
146504;Obwodowa Komisja Wyborcza numer 818;8;111;58;113;16;2;232;395;25;32;828;0;114;
146503;Obwodowa Komisja Wyborcza numer 838;5;67;66;65;15;0;167;149;17;26;299;0;69;
146504;Obwodowa Komisja Wyborcza numer 821;4;64;42;59;8;1;152;247;16;16;385;1;76;
146503;Obwodowa Komisja Wyborcza numer 839;5;68;54;100;8;0;208;173;21;23;442;2;98;
146503;Obwodowa Komisja Wyborcza numer 843;11;84;67;94;11;2;229;297;37;30;547;2;96;
146503;Obwodowa Komisja Wyborcza numer 840;13;96;40;71;23;1;130;161;23;18;519;0;102;
146504;Obwodowa Komisja Wyborcza numer 823;8;156;55;137;15;1;188;190;34;31;705;2;190;
146504;Obwodowa Komisja Wyborcza numer 819;4;136;34;100;17;1;137;207;33;18;686;0;138;
146503;Obwodowa Komisja Wyborcza numer 842;6;77;29;86;10;1;157;209;15;19;389;1;82;
146504;Obwodowa Komisja Wyborcza numer 820;4;108;46;82;10;6;126;173;29;19;459;1;184;
146503;Obwodowa Komisja Wyborcza numer 845;15;117;87;92;18;2;257;371;37;34;667;3;140;
146503;Obwodowa Komisja Wyborcza numer 846;19;93;65;106;24;0;213;275;31;29;668;3;125;
146503;Obwodowa Komisja Wyborcza numer 844;6;144;65;119;18;3;268;217;54;49;665;5;133;
146503;Obwodowa Komisja Wyborcza numer 854;7;97;55;74;9;2;124;156;22;24;486;0;101;
146503;Obwodowa Komisja Wyborcza numer 851;7;141;75;104;9;0;241;220;36;41;622;1;103;
146503;Obwodowa Komisja Wyborcza numer 858;2;53;33;25;7;2;55;194;9;13;316;2;44;
146503;Obwodowa Komisja Wyborcza numer 848;12;101;76;159;22;3;265;259;18;46;597;2;130;
146503;Obwodowa Komisja Wyborcza numer 850;4;91;43;97;12;1;157;170;15;36;474;2;87;
146503;Obwodowa Komisja Wyborcza numer 852;6;25;12;27;8;1;48;161;4;11;272;3;35;
146503;Obwodowa Komisja Wyborcza numer 853;7;137;65;108;19;4;243;257;36;41;491;1;114;
146503;Obwodowa Komisja Wyborcza numer 859;16;94;50;107;16;0;175;212;33;29;607;1;102;
146503;Obwodowa Komisja Wyborcza numer 847;10;91;59;79;13;2;171;253;35;40;579;2;115;
146503;Obwodowa Komisja Wyborcza numer 855;11;80;54;74;11;0;101;238;22;34;559;1;70;
146503;Obwodowa Komisja Wyborcza numer 856;3;53;31;50;10;6;98;204;13;21;309;0;67;
146503;Obwodowa Komisja Wyborcza numer 849;3;74;38;73;9;3;159;130;19;25;335;0;54;
146503;Obwodowa Komisja Wyborcza numer 857;4;34;23;25;7;0;67;214;10;8;278;1;32;
146503;Obwodowa Komisja Wyborcza numer 860;9;94;33;87;15;0;144;169;28;19;572;1;83;
146503;Obwodowa Komisja Wyborcza numer 861;12;102;61;110;17;3;227;197;37;42;670;2;130;
146503;Obwodowa Komisja Wyborcza numer 862;10;184;62;173;15;1;382;230;52;51;769;7;183;
146503;Obwodowa Komisja Wyborcza numer 863;11;123;78;128;14;2;243;298;25;53;649;3;126;
146503;Obwodowa Komisja Wyborcza numer 868;8;73;30;74;9;1;105;232;25;17;439;0;57;
146503;Obwodowa Komisja Wyborcza numer 869;9;44;50;71;10;2;124;278;17;20;425;1;96;
146503;Obwodowa Komisja Wyborcza numer 865;6;66;54;89;12;1;134;185;19;13;480;0;106;
146503;Obwodowa Komisja Wyborcza numer 864;5;48;26;31;9;1;81;219;9;12;377;1;31;
146503;Obwodowa Komisja Wyborcza numer 871;18;109;45;112;19;1;155;234;22;31;583;2;95;
146503;Obwodowa Komisja Wyborcza numer 874;14;69;50;94;24;0;169;283;28;23;573;0;96;
146503;Obwodowa Komisja Wyborcza numer 873;5;107;57;100;11;1;182;277;25;27;579;3;88;
146503;Obwodowa Komisja Wyborcza numer 875;2;37;27;43;5;2;56;100;12;14;279;2;36;
146503;Obwodowa Komisja Wyborcza numer 870;11;131;69;109;13;4;227;239;23;47;810;2;146;
146503;Obwodowa Komisja Wyborcza numer 872;9;101;30;87;7;0;96;192;20;19;763;2;79;
146503;Obwodowa Komisja Wyborcza numer 866;2;35;31;24;11;1;53;175;10;10;222;1;38;
146503;Obwodowa Komisja Wyborcza numer 867;11;60;50;53;11;1;133;213;19;8;460;0;74;
146503;Obwodowa Komisja Wyborcza numer 876;10;98;61;76;16;1;147;246;23;21;783;3;98;
146503;Obwodowa Komisja Wyborcza numer 877;8;137;61;116;15;1;201;269;23;27;740;0;147;
146503;Obwodowa Komisja Wyborcza numer 878;14;99;58;91;15;1;134;175;20;34;548;1;107;
146503;Obwodowa Komisja Wyborcza numer 879;8;129;51;85;16;2;156;199;27;16;732;4;145;
146503;Obwodowa Komisja Wyborcza numer 880;7;144;72;163;16;1;213;295;38;39;866;3;176;
146503;Obwodowa Komisja Wyborcza numer 887;7;91;45;109;21;4;173;235;35;26;605;3;96;
146503;Obwodowa Komisja Wyborcza numer 881;4;92;56;88;11;3;182;297;25;24;621;2;94;
146503;Obwodowa Komisja Wyborcza numer 891;11;114;60;102;23;2;159;185;20;37;602;3;142;
146503;Obwodowa Komisja Wyborcza numer 886;12;41;35;48;18;0;83;141;6;16;317;2;47;
146503;Obwodowa Komisja Wyborcza numer 890;6;83;66;76;13;3;147;157;26;17;548;5;124;
146503;Obwodowa Komisja Wyborcza numer 892;4;54;42;54;16;0;95;178;14;13;366;0;79;
146503;Obwodowa Komisja Wyborcza numer 882;7;65;33;59;12;1;105;215;20;19;629;0;69;
146503;Obwodowa Komisja Wyborcza numer 888;7;120;68;144;15;2;197;244;28;23;621;5;127;
146503;Obwodowa Komisja Wyborcza numer 889;4;117;45;73;9;1;147;168;32;26;673;1;141;
146503;Obwodowa Komisja Wyborcza numer 884;5;125;50;84;6;1;160;185;19;25;535;2;109;
146503;Obwodowa Komisja Wyborcza numer 883;14;154;92;149;26;2;287;309;45;47;911;4;195;
146503;Obwodowa Komisja Wyborcza numer 885;8;120;72;106;20;0;255;291;33;33;699;0;147;
146503;Obwodowa Komisja Wyborcza numer 893;15;150;73;130;35;1;281;236;37;58;690;1;178;
146503;Obwodowa Komisja Wyborcza numer 894;11;122;61;117;18;4;224;246;24;51;709;0;121;
146503;Obwodowa Komisja Wyborcza numer 897;7;83;52;72;7;2;106;162;18;30;528;1;101;
146503;Obwodowa Komisja Wyborcza numer 1147;1;46;18;35;5;4;66;40;5;6;694;1;2;
146509;Obwodowa Komisja Wyborcza numer 971;4;65;78;51;16;1;138;308;20;15;434;7;61;
146503;Obwodowa Komisja Wyborcza numer 895;7;80;55;102;18;1;179;175;20;30;503;1;72;
146503;Obwodowa Komisja Wyborcza numer 900;13;145;80;127;20;0;368;272;47;59;577;7;193;
146503;Obwodowa Komisja Wyborcza numer 899;11;141;91;129;31;5;206;263;17;30;667;5;113;
146509;Obwodowa Komisja Wyborcza numer 973;7;90;66;82;21;5;155;252;20;26;546;1;92;
146503;Obwodowa Komisja Wyborcza numer 1149;2;4;2;2;0;0;4;10;3;1;12;0;1;
146503;Obwodowa Komisja Wyborcza numer 1150;1;2;1;4;0;0;0;22;1;0;31;0;0;
146503;Obwodowa Komisja Wyborcza numer 898;8;78;45;63;13;2;154;200;13;21;503;2;99;
146503;Obwodowa Komisja Wyborcza numer 1148;4;3;1;3;1;1;2;53;0;1;64;0;0;
146509;Obwodowa Komisja Wyborcza numer 974;7;66;66;101;30;0;154;383;21;25;563;3;82;
146503;Obwodowa Komisja Wyborcza numer 896;7;85;44;74;8;0;112;134;12;22;504;1;93;
146509;Obwodowa Komisja Wyborcza numer 972;6;63;58;70;16;1;149;245;34;19;342;1;73;
146509;Obwodowa Komisja Wyborcza numer 975;6;80;75;72;12;2;179;205;22;33;537;2;100;
146509;Obwodowa Komisja Wyborcza numer 982;9;58;51;42;12;9;126;219;18;18;412;1;59;
146509;Obwodowa Komisja Wyborcza numer 976;6;48;40;58;8;1;115;162;10;15;340;2;49;
146509;;3;41;59;59;13;2;149;251;11;14;371;2;66;
146509;Obwodowa Komisja Wyborcza numer 978;9;84;38;62;8;2;155;194;20;17;613;0;79;
146509;Obwodowa Komisja Wyborcza numer 977;7;75;38;56;9;0;112;152;20;26;561;0;51;
146509;Obwodowa Komisja Wyborcza numer 980;2;32;44;38;11;4;85;185;8;15;220;0;29;
146509;Obwodowa Komisja Wyborcza numer 979;2;35;34;24;7;0;52;122;13;9;259;2;28;
146515;Obwodowa Komisja Wyborcza numer 1001;8;48;59;54;12;1;115;151;12;12;482;0;69;
146509;Obwodowa Komisja Wyborcza numer 984;5;69;42;53;8;0;114;230;8;19;337;2;82;
146509;Obwodowa Komisja Wyborcza numer 983;4;35;54;49;9;6;122;231;7;14;277;1;28;
146515;Obwodowa Komisja Wyborcza numer 1003;11;60;56;85;21;1;125;361;16;25;506;1;71;
146515;Obwodowa Komisja Wyborcza numer 1004;6;53;78;81;10;1;127;288;16;15;429;0;94;
146515;Obwodowa Komisja Wyborcza numer 1005;5;37;34;81;10;1;114;295;27;13;452;0;49;
146515;Obwodowa Komisja Wyborcza numer 1002;3;59;52;49;10;3;150;247;14;18;421;1;58;
146515;Obwodowa Komisja Wyborcza numer 1006;5;50;41;61;10;3;87;226;16;14;370;0;58;
146515;Obwodowa Komisja Wyborcza numer 1007;9;56;50;70;14;2;103;223;16;11;436;1;55;
146515;Obwodowa Komisja Wyborcza numer 1008;12;53;45;54;12;0;123;166;11;17;379;1;76;
146515;Obwodowa Komisja Wyborcza numer 1009;7;77;81;98;24;2;200;295;22;23;667;2;90;
146515;Obwodowa Komisja Wyborcza numer 1010;11;63;58;66;18;6;126;192;13;17;583;2;82;
146515;Obwodowa Komisja Wyborcza numer 1011;2;56;62;69;6;2;158;286;20;16;458;2;48;
146516;Obwodowa Komisja Wyborcza numer 552;2;46;32;42;5;2;69;126;9;8;334;1;71;
146516;Obwodowa Komisja Wyborcza numer 555;5;73;31;64;11;2;96;293;18;17;766;3;59;
146516;Obwodowa Komisja Wyborcza numer 551;6;77;21;47;6;3;53;123;15;18;660;0;69;
146516;Obwodowa Komisja Wyborcza numer 550;3;73;16;75;3;2;79;79;9;12;552;2;46;
146516;Obwodowa Komisja Wyborcza numer 554;7;99;28;47;8;0;70;146;17;14;750;0;67;
146516;Obwodowa Komisja Wyborcza numer 553;7;56;28;42;5;4;63;187;9;8;440;0;55;
146515;Obwodowa Komisja Wyborcza numer 1152;0;2;0;0;0;0;1;14;0;0;7;0;0;
146515;Obwodowa Komisja Wyborcza numer 1014;9;89;71;98;20;1;163;229;17;21;580;1;120;
146515;Obwodowa Komisja Wyborcza numer 1013;7;62;40;57;7;0;132;157;11;22;411;3;73;
146516;Obwodowa Komisja Wyborcza numer 557;6;49;20;61;10;0;80;188;15;14;559;1;49;
146515;Obwodowa Komisja Wyborcza numer 1012;10;52;40;53;11;3;102;181;15;12;485;0;54;
146516;Obwodowa Komisja Wyborcza numer 556;6;105;42;93;10;1;129;147;30;24;841;2;80;
146516;Obwodowa Komisja Wyborcza numer 558;8;131;41;116;11;1;125;132;24;23;1 045;3;98;
146516;Obwodowa Komisja Wyborcza numer 560;13;130;44;100;12;0;122;157;32;33;933;1;75;
146516;Obwodowa Komisja Wyborcza numer 559;4;32;33;32;9;0;79;151;7;6;211;0;29;
146516;Obwodowa Komisja Wyborcza numer 561;11;190;50;117;11;0;182;189;45;44;1 114;2;133;
146508;Obwodowa Komisja Wyborcza numer 362;9;130;66;69;20;4;161;362;30;24;568;1;147;
146516;Obwodowa Komisja Wyborcza numer 562;9;102;29;102;14;0;83;123;27;25;767;2;75;
146516;Obwodowa Komisja Wyborcza numer 569;9;131;39;113;10;0;168;131;32;29;875;2;113;
146516;Obwodowa Komisja Wyborcza numer 566;2;79;23;97;6;0;71;78;14;11;628;1;52;
146516;Obwodowa Komisja Wyborcza numer 563;8;76;42;69;7;2;81;214;18;18;721;0;48;
146516;Obwodowa Komisja Wyborcza numer 568;8;159;45;139;12;4;198;159;37;46;1 002;4;105;
146516;Obwodowa Komisja Wyborcza numer 565;8;68;36;56;11;0;103;200;15;17;556;0;44;
146516;Obwodowa Komisja Wyborcza numer 567;3;69;27;57;13;0;96;113;13;21;463;0;52;
146516;Obwodowa Komisja Wyborcza numer 1137;1;7;1;4;0;0;3;19;0;0;28;0;2;
146508;Obwodowa Komisja Wyborcza numer 361;3;145;79;112;15;2;246;276;47;22;565;1;198;
146516;Obwodowa Komisja Wyborcza numer 564;4;73;31;42;10;1;76;219;15;10;646;1;65;
146516;Obwodowa Komisja Wyborcza numer 570;8;131;33;137;11;0;144;160;23;43;774;2;94;
146508;Obwodowa Komisja Wyborcza numer 363;7;134;48;59;11;1;108;344;26;21;475;1;154;
146508;Obwodowa Komisja Wyborcza numer 365;7;97;53;37;10;6;69;170;27;11;372;0;114;
146508;Obwodowa Komisja Wyborcza numer 368;6;128;55;59;15;3;160;240;29;25;382;0;156;
146508;Obwodowa Komisja Wyborcza numer 372;7;83;31;45;10;2;68;249;19;14;321;2;101;
146508;Obwodowa Komisja Wyborcza numer 367;5;91;42;44;6;3;100;247;10;13;327;0;85;
